id,question_id,content
403,403,"class Solution {
 private:
  bool isWord(char ch) {
  return (ch >='a' && ch <= 'z' ) || ( ch >='A' && ch <= 'Z');
  }
  bool isSpace(char ch) {
  return (ch == ' ');
  }
  void split(string& s, vector<string>& words) {
  s += ' ';
  int start=0, end=0;
  while(start < s.size()) {
  while(isSpace(s[start])) start++;
  end = start;
  while(!isSpace(s[end])) end++;
  words.push_back(s.substr(start, end-start));
  start = end + 1;
  }
  }
  void print(vector<string>& v) {
  cout << ""["";
  for(int i=0; i<v.size()-1; i++) {
  cout << v[i] << "", "";
  }
  cout << v[v.size()-1] << ""]"" << endl;
  }
 public:
  bool areSentencesSimilar(string sentence1, string sentence2) {
  string& longstr = sentence1.size() >= sentence2.size() ? sentence1 : sentence2;
  string& shortstr = sentence1.size() < sentence2.size() ? sentence1 : sentence2;
  if ( longstr == shortstr ) return true;
  vector<string> words1, words2;
  split(shortstr, words1);
  split(longstr, words2);
  //print(words1); print(words2);
  int left=0, right=words1.size()-1;
  while(left< words1.size() && words1[left] == words2[left]) left++;
  int delta = words2.size() - words1.size();
  while(right>=left && words1[right] == words2[delta+right]) right--;
  //cout << left << "":"" << right << "":"" << delta << endl;
  return left > right;
  }
 };"
404,404,"#include <iostream>
 #include <sstream>
 #include <vector>
 #include <string>
 using namespace std;
 /**
  * Definition for a binary tree node.
  */
 struct TreeNode {
  int val;
  TreeNode *left;
  TreeNode *right;
  TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 };
 class Codec {
 public:
  // Encodes a tree to a single string.
  string serialize(TreeNode* root) {
  return serialize02(root);
  return serialize01(root);
  }
  // Decodes your encoded data to tree.
  TreeNode* deserialize(string data) {
  return deserialize02(data);
  return deserialize01(data);
  } 
 /*
  * ===============================================================================
  * Using pre-order to serialize and deserialize the tree. 
  * ===============================================================================
  */
 public:
  // Encodes a tree to a single string.
  string serialize01(TreeNode* root) {
  string result;
  vector<TreeNode*> v;
  serializeHelper(root, v);
  for(int i=0; i<v.size(); i++){
  result = result + (v[i]==NULL ? ""#"" : to_string(v[i]->val)) + "" "";
  }
  return result;
  }
  // Decodes your encoded data to tree.
  TreeNode* deserialize01(string data) {
  vector<TreeNode*> v;
  split(data, ' ', v);
  int index = 0;
  return deserializeHelper(v, index);
  } 
 private:
  void serializeHelper(TreeNode* root, vector<TreeNode*>& v) {
  if (root==NULL) {
  v.push_back(NULL);
  }else{
  v.push_back(root);
  serializeHelper(root->left, v);
  serializeHelper(root->right, v);
  }
  }
  TreeNode* deserializeHelper(vector<TreeNode*> &v, int& index) {
  if (index >= v.size() ) return NULL;
  TreeNode* root = v[index++];
  if (root) {
  root->left = deserializeHelper(v, index);
  root->right = deserializeHelper(v, index);
  }
  return root;
  }
  void split(const string &s, char delim, vector<TreeNode*> &elems) {
  stringstream ss(s);
  string item;
  while (getline(ss, item, delim)) {
  TreeNode* node = (item==""#"" ? NULL : new TreeNode( stoi(item)) );
  elems.push_back(node);
  }
  }
 /*
  * ===============================================================================
  * Using sstream instead of vector to improve the performance
  * ===============================================================================
  */
 public:
  // Encodes a tree to a single string.
  string serialize02(TreeNode* root) {
  ostringstream out;
  serialize(root, out);
  return out.str();
  }
  // Decodes your encoded data to tree.
  TreeNode* deserialize02(string data) {
  istringstream in(data);
  return deserialize(in);
  } 
 private:
  void serialize(TreeNode* root, ostringstream& out) {
  if (root==NULL) {
  out << ""# "";
  return;
  }
  out << root->val << "" "";
  serialize(root->left, out);
  serialize(root->right, out);
  }
  TreeNode* deserialize(istringstream& in) {
  string val;
  in >> val;
  if (val == ""#"" || val.empty() ) return NULL;
  TreeNode* node = new TreeNode(stoi(val));
  node->left = deserialize(in);
  node->right = deserialize(in);
  return node;
  }
 };
 // Your Codec object will be instantiated and called as such:
 // Codec codec;
 // codec.deserialize(codec.serialize(root));
 int main(int argc, char** argv) 
 {
  string s = ""1 2 3 # # 4 5"";
  if (argc>1){
  s = argv[1];
  }
  cout << s << endl;
  Codec codec;
  cout << codec.serialize(codec.deserialize(s)) << endl;
  return 0;
 }"
405,405,"class Solution {
 public:
  Solution(){
  srand(time(NULL));
  }
  void setZeroes(vector<vector<int> > &matrix) {
  if(random()%2){
  setZeroes1(matrix);
  }
  setZeroes2(matrix);
  }
  void setZeroes1(vector<vector<int> > &matrix) {
  int bRow = false, bCol=false;
  for (int r=0; r<matrix.size(); r++){
  for(int c=0; c<matrix[r].size(); c++){
  if (matrix[r][c]==0){
  if (r==0) bRow = true;
  if (c==0) bCol = true;
  matrix[0][c] = matrix[r][0] = 0;
  }
  }
  }
  for (int r=1; r<matrix.size(); r++){
  for(int c=1; c<matrix[r].size(); c++){
  if (matrix[0][c]==0 || matrix[r][0]==0) {
  matrix[r][c]=0;
  }
  }
  }
  if (bRow){
  for(int c=0; c<matrix[0].size(); c++) matrix[0][c] = 0;
  }
  if (bCol){
  for(int r=0; r<matrix.size(); r++) matrix[r][0] = 0;
  }
  }
  void setZeroes2(vector<vector<int> > &matrix) {
  bool *row = new bool[matrix.size()]();
  bool *col = new bool[matrix[0].size()]();
  for (int r=0; r<matrix.size(); r++){
  for(int c=0; c<matrix[r].size(); c++){
  if (matrix[r][c]==0){
  row[r]=true;
  col[c]=true;
  }
  }
  }
  for (int r=0; r<matrix.size(); r++){
  for(int c=0; c<matrix[r].size(); c++){
  if (row[r] || col[c]) {
  matrix[r][c]=0;
  }
  }
  }
  }
 };"
406,406,"class Solution {
 public:
  static bool comp(string a,string b){
  return a.size() < b.size();
  }
  int minimumLengthEncoding(vector<string>& words) {
  sort(words.begin(),words.end(),comp);
  int ans = 0;
  int count = 0;
  unordered_map<string,int> M;
  for(int i = 0 ; i < words.size() ; i++){
  string temp = """";
  for(int k = words[i].size() - 1 ; k >= 0 ; k--){
  temp = words[i][k] + temp;
  M[temp]++;
  }
  }
  for(int i = 0 ; i < words.size() ; i++){
  ans = ans + words[i].size();
  count++;
  if(M[words[i]] > 1){
  ans = ans - words[i].size();
  count--;
  M[words[i]]--;
  }
  }
  return ans + count;
  }
 };"
407,407,"#include <iostream>
 #include <string>
 #include <vector>
 #include <algorithm>
 using namespace std;
 bool isPalindrome(string& s, int begin, int end) {
  for (; begin<end; begin++, end-- ) {
  if ( s[begin] != s[end] ) {
  return false;
  }
  }
  return true;
 }
 // Burst Force - - Time Limit Error
 string shortestPalindrome_bf(string& s) {
  int len = s.size();
  int i;
  for (i=len-1; i>=0; i--) {
  if (isPalindrome(s, 0, i)) { 
  i++;
  break;
  }
  }
  string t = s.substr(i, len-i);
  reverse(t.begin(), t.end());
  return t+s;
 }
 //Dynamic Programming - Memory Limit Exceeded & Time Limit Error
 // Using the method of finding longest palindrome
 string shortestPalindrome_dp(string& s) {
  int len = s.size();
  if (len <=1 ) return s;
  //find longest palindrome, see ""Longest Palindromic Substring""
  vector< vector<bool> > dp(len, vector<bool>(len, false));
  for (int i=len-1; i>=0; i--){
  for(int j=i; j<len; j++){
  if (i==j || ((j-i==1 || dp[i+1][j-1]) && s[i]==s[j]) ) {
  dp[i][j] = true;
  }
  } 
  } 
  /*
  * // only use two lines -- still have Time Limit Error
  *
  * vector< vector<bool> > dp(2, vector<bool>(len, false));
  * for (int i=len-1; i>=0; i--){
  * for(int j=i; j<len; j++){
  * if (i==j || ((j-i==1 || dp[(i+1)%2][j-1]) && s[i]==s[j]) ) {
  * dp[i%2][j] = true;
  * }
  * }
  * }
  */
  //find the longest palindrome which start from first char.
  int pos = 0;
  for (int i=1; i<len; i++) {
  if (dp[0][i]) {
  pos = i+1;
  } 
  }
  string t = s.substr(pos, len - pos);
  reverse(t.begin(), t.end());
  return t+s;
 }
 /*
  * The core of KMP algorithm needs to build a partial match table for pattern, 
  * which can determin how many chars need to skip if mismatch happens.
  *
  * The best explaination of the idea of the KMP algorithm is:
  * http://jakeboxer.com/blog/2009/12/13/the-knuth-morris-pratt-algorithm-in-my-own-words/
  *
  * Here, we can use KMP algorithm to solve this problem.
  *
  * 1) We need construct a mirror string base on original string. and use a uniq char for seperator.
  *
  * considering the original string is ""abab"", then the mirror string is ""abab#baba"" (# is seperator)
  *
  * 2) Build the KMP partial match table for this pattern.
  *
  * a b a b # b a b a
  * 0 0 1 2 0 0 1 2 3
  *
  * 3) Checking the last position of partial match table, it is 3. it means:
  *
  * For the entire pattern (mirror string), there has max 3 length of sub-string is both prefix and suffix.
  * 
  * This sub-string is ""aba"".
  *
  * 4) The result of 3) is really useful to solve this shorest palindrome problem.
  *
  * Because ""aba"" is the pattern which in original string and its reversed version.
  *
  * ( Note: The uniq char is used for making the noise, which can make sure 
  * the original string and its reversed version won't be mixed.
  * then, the common prefix and suffix sub-string is right )
  *
  * So, if a sub-string ""aba"" is existed in both original string and its reversed version,
  * which means, this is the longest prefix palindrome.
  *
  * 5) Then, we can take rest suffix, and reverse it and put it in front of original string.
  *
  */
 string shortestPalindrome_kmp(string& s) { 
  int len = s.size();
  if(len <= 1) return s;
  string pattern = s + '\0' + string(s.rbegin(), s.rend()); 
  //construct the partial match table
  vector<int> prefix( pattern.size() ); 
  prefix[0] = 0;
  for(int i = 1; i < prefix.size(); i++) { 
  int j = prefix[i-1]; 
  while( j > 0 && pattern[i] != pattern[j] ) {
  j = prefix[j-1]; 
  }
  if ( pattern[i] == pattern[j] ) {
  j++; 
  }
  prefix[i] = j; 
  } 
 #ifdef _DEBUG
  cout << endl;
  for(int i=0; i<pattern.size(); i++){
  cout << (pattern[i] ? pattern[i] : '#') << "" "";
  }
  cout << endl;
  for(int i=0; i<prefix.size(); i++) {
  cout << prefix[i] << "" "";
  }
  cout << endl;
  cout << ""-->"" << s.substr(0, prefix.back()) << "" "" << s.substr(prefix.back()) << endl;
 #endif
  int pos = s.size() - prefix.back(); 
  return string(s.rbegin(), s.rbegin() + pos) + s; 
 } 
 string shortestPalindrome(string s) {
  return shortestPalindrome_kmp(s); 
  return shortestPalindrome_dp(s); //Memory Limit Error
  return shortestPalindrome_bf(s); //Time Limit Error
 }
 #define TEST(s) cout << s << "" : "" << shortestPalindrome(s) << endl
 int main(int argc, char**argv)
 {
  string s = ""aabba"";
  if (argc>1){
  s = argv[1];
  }
  TEST(s);
  TEST(""a"");
  TEST(""ab"");
  TEST(""aba"");
  TEST(""abab"");
  TEST(""aabb"");
  TEST(""aacecaaa"");
  TEST(""abcd"");
  TEST(""aaabcb"");
  return 0;
 }"
408,408,"class Solution {
 public:
  Solution(vector<int> nums) : _nums(nums), _solution(nums) {
  srand(time(NULL));
  }
  /** Resets the array to its original configuration and return it. */
  vector<int> reset() {
  return _solution = _nums;
  }
  /** Returns a random shuffling of the array. */
  vector<int> shuffle() {
  //Fisher Yates
  //https://en.wikipedia.org/wiki/Fisher%E2%80%93Yates_shuffle
  int i = _solution.size();
  while ( --i > 0 ) {
  int j = rand() % (i+1);
  swap(_solution[i], _solution[j]);
  }
  return _solution;
  }
 private:
  vector<int> _nums, _solution;
 };
 /**
  * Your Solution object will be instantiated and called as such:
  * Solution obj = new Solution(nums);
  * vector<int> param_1 = obj.reset();
  * vector<int> param_2 = obj.shuffle();
  */"
409,409,"class Solution {
 public: 
  string restoreString(string s, vector<int>& indices) {
  string result(s.size(), ' ');
  for (int i = 0; i < indices.size(); i++) {
  result[indices[i]] = s[i];
  }
  return result;
  }
 };"
410,410,"class Solution {
 public:
  vector<int> shuffle(vector<int>& nums, int n) {
  vector<int> result;
  for (int i=0; i<n; i++) {
  result.push_back(nums[i]);
  result.push_back(nums[i+n]);
  }
  return result;
  }
 };"
411,411,"class Solution {
 public:
  int arraySign(vector<int>& nums) {
  int negtive=0;
  for(auto& n : nums) {
  if (n==0) return 0;
  if (n < 0) negtive++;
  }
  return negtive % 2 == 0 ? 1 : -1;
  }
 };"
412,412,"#include <iostream>
 #include <string>
 #include <vector>
 #include <sstream>
 using namespace std;
 vector<string> &split(const string &s, char delim, vector<string> &elems) {
  stringstream ss(s);
  string item;
  while (getline(ss, item, delim)) {
  elems.push_back(item);
  }
  return elems;
 }
 vector<string> split(const string &s, char delim) {
  vector<string> elems;
  split(s, delim, elems);
  return elems;
 }
 string simplifyPath(string path) {
  string result;
  vector<string> elems = split(path, '/'); 
  int ignor = 0;
  for(int i=elems.size()-1; i>=0; i--) {
  if (elems[i]=="""" || elems[i]==""."" ){
  continue;
  }
  if (elems[i]==""..""){
  ignor++;
  continue;
  }
  if (ignor>0){
  ignor--;
  continue;
  }
  if (result.size()==0){
  result = ""/"" + elems[i];
  }else{ 
  result = ""/"" + elems[i] + result;
  }
  }
  return result.size() ? result : ""/"";
 }
 int main(int argc, char** argv)
 {
  string path(""/a/./b/../../c/"");
  if (argc > 1 ){
  path = argv[1];
  }
  cout << path << "" : "" << simplifyPath(path) << endl;
 }"
413,413,"#include <stdio.h>
 // This is classical interview question
 // As we know, the same number XOR together will be 0,
 // So, XOR all of numbers, the result is the number which only appears once. 
 int singleNumber(int A[], int n) {
  int s = 0;
  for(int i=0; i<n; i++){
  s = s^A[i];
  }
  return s;
 }
 int main()
 {
  int a[]={1,1,2,2,3};
  printf(""%d\n"", singleNumber(a,5));
  return 0;
 }"
414,414,"class Solution {
 public:
  Solution(){
  srand(time(0));
  }
  //random invoker
  int singleNumber(int A[], int n) {
  if (rand()%2){
  return singleNumber_1(A, n);
  }
  return singleNumber_2(A, n);
  }
  /*
  * This solution is clear & straightforward implementation.
  * 
  * We use an array of 32 length(e.g. count[32]) to count the the bits for all of numbers. 
  *
  * Because the same number appear 3 times, which means the sum of i-th bits for all numbers should be 3 times.
  *
  * In other word, the sum of the i-th bits mod 3, it must be 0 or 1. 1 means that is the single number bit.
  *
  * This solution can be easy to extend to ""every element appears k times except for one.""
  *
  */
  int singleNumber_1(int A[], int n) {
  int count[32] = {0};
  int result = 0;
  for (int i = 0; i < 32; i++) {
  for (int j = 0; j < n; j++) {
  if ((A[j] >> i) & 1) {
  count[i]++;
  }
  }
  result |= ((count[i] % 3) << i);
  }
  return result;
  }
  /*
  * The following solution is popular solution on Internet, but it looks it's not easy to understand.
  *
  * Actually, it just optimizes the above soultion.
  *
  * Let's see how it improve the above.
  *
  * We use three bitmasks, 
  * 1) `ones` as a bitmask which represents the i-th bit had appeared once.
  * 2) `twos` as a bitmask which represents the i-th bit had appeared twice.
  * 3) `threes` as a bit mask which represents the i-th bit had appeared three times.
  *
  * When the i-th bit had appeared for the third time, clear the i-th bit of both `ones` and `twos` to 0.
  * The final answer will be the value of `ones`
  *
  */
  int singleNumber_2(int A[], int n) {
  int ones = 0, twos = 0, threes = 0;
  for (int i = 0; i < n; i++) {
  // `ones & A[i]` the result is the bitmask which the bits appeared twice
  twos |= ones & A[i]; 
  // XOR means remove the bit which appeared twice int `ones` 
  ones ^= A[i];
  // count the `three`
  threes = ones & twos;
  // clear the `ones` and `twos` if the i-th bit had appeared three times.
  ones &= ~threes;
  twos &= ~threes;
  }
  return ones;
  }
 };"
415,415,"/*
  * For the problem - only one number appears once when all other numbers appears exactly twice.
  * 
  * We know, we can XOR all of the array elements. Since X^X is zero, and X^0 is X, 
  * so all of the duplicated number will zero themselves out, and the only number would be the result.
  * 
  * However, this solution cannot be applied directly to finding two numbers that appear once each. 
  * 
  * Suppose that these numbers that appear once are X and Y, and all other numbers appear twice. 
  * If we decide to XOR all the array's elements, the overall result would actually be `X^Y`. 
  * 
  * Unfortunately, there is no way to extract J and K out of their XOR. 
  * 
  * But since X and Y are different, we are sure that X^Y is different than zero. 
  * 
  * This information is valuable in sense that we know pieces of information that differ.
  * If we pick up any bit that is 1 in X XOR Y, we can use it as a mask to test each element of the array. 
  * 
  * Obviously, that mask will be the discriminator between X and Y - 
  * 
  * Only one of them will have value 1 at that particular position.
  * 
  * 
  * Now that we have the mask with exactly one bit set to 1, we can walk through the array once again. 
  * 
  * But this time we are going to maintain two XORed results. 
  * 
  * - One for numbers that have bit 1 at the mask's position 
  * - Another for numbers that have bit 0 at that position
  * 
  * In this way, we are sure that all duplicates will go into the same pile. 
  * 
  * But likewise, we are sure that X and Y will go into separate piles. 
  * 
  * So, the overall result is that 
  * - the first XORed result will be equal to X 
  * - and the second XORed result will be equal to Y
  * 
 */
 class Solution {
 public:
  vector<int> singleNumber(vector<int>& nums) {
  int allxor = 0;
  for (int n : nums) {
  allxor ^= n;
  }
  int mask = 1;
  while ( (mask & allxor) == 0 ) {
  mask <<= 1;
  }
  int zero = 0;
  int one = 0;
  for (int n : nums) {
  if (n & mask ){
  one ^= n;
  }else {
  zero ^= n;
  }
  }
  vector<int> result;
  result.push_back(zero);
  result.push_back(one);
  return result;
  }
 };"
416,416,"class Solution {
 private:
  template<typename T>
  void print(T q) { 
  while(!q.empty()) {
  auto t = q.top();
  cout << t[2]<< ""["" << t[0] <<"",""<< t[1] << ""] "";
  q.pop();
  }
  std::cout << '\n';
  }
 public:
  vector<int> getOrder(vector<vector<int>>& tasks) {
  // push the index into each task.
  // [enQueueTime, ProcessingTime, index]
  for(int i=0; i<tasks.size(); i++){
  tasks[i].push_back(i); 
  }
  //Sort the tasks by enQueueTtime
  sort(tasks.begin(), tasks.end(), [&](vector<int>& lhs, vector<int>& rhs) {
  return lhs[0] < rhs[0];
  });
  //Sort function for tasks priority queue.
  auto comp = [&](vector<int>& lhs, vector<int>& rhs){
  // if the processing time is same ,get the smaller index
  if (lhs[1] == rhs[1]) return lhs[2] > rhs[2]; 
  // choosing the shorter processing time.
  return lhs[1] > rhs[1];
  };
  priority_queue<vector<int>, std::vector<vector<int>>, decltype(comp)> q (comp);
  vector<int> result;
  int i = 0;
  while (i < tasks.size()) {
  long time = tasks[i][0];
  int start = i;
  for (;i < tasks.size() && tasks[start][0] == tasks[i][0];i++ ) {
  q.push(tasks[i]);
  }
  //print(q);
  while(!q.empty()){
  //processing the task
  auto t = q.top(); q.pop();
  //cout << ""DEQUEUE: "" << t[2] << "":["" << t[0] <<"",""<< t[1] << ""]""<< endl;
  result.push_back(t[2]);
  //enQueue the tasks when CPU proceing the current task
  time += t[1];
  for(;i < tasks.size() && tasks[i][0] <= time; i++) {
  //cout << ""ENQUEUE: "" << tasks[i][2] << "":["" << tasks[i][0] <<"",""<< tasks[i][1] << ""]""<< endl;
  q.push(tasks[i]);
  }
  //print(q);
  //cout << endl;
  }
  }
  return result;
  }
 };"
417,417,"#include <iostream>
 #include <vector>
 #include <deque>
 #include <set>
 using namespace std;
 //O(nlog(k)
 vector<int> maxSlidingWindow02(vector<int>& nums, int k) {
  vector<int> result;
  //using multiset for collecting the window data (O(nlog(k) time complexity)
  multiset<int> w;
  for(int i=0; i<nums.size(); i++) {
  //remove the left item which leaves window 
  if (i >= k) {
  w.erase(w.find(nums[i-k]));
  }
  //insert the right itme which enter the window
  w.insert(nums[i]);
  if (i>=k-1) {
  result.push_back(*w.rbegin());
  }
  }
  return result;
 }
 //O(n)
 vector<int> maxSlidingWindow01(vector<int>& nums, int k) {
  vector<int> result;
  //using multiset for collecting the window data (O(nlog(k) time complexity)
  deque<int> q;
  for(int i=0; i<nums.size(); i++) {
  //remove the left item which leaves window 
  if (!q.empty() && q.front() == i - k) {
  q.pop_front();
  }
  //remove all num which less than current number from the back one by one
  while (!q.empty() && nums[q.back()] < nums[i]) {
  q.pop_back();
  }
  //insert the right itme which enter the window
  q.push_back(i);
  if (i>=k-1) {
  result.push_back(nums[q.front()]);
  }
  }
  return result;
 }
 vector<int> maxSlidingWindow(vector<int>& nums, int k) {
  return maxSlidingWindow01(nums, k);
  return maxSlidingWindow02(nums, k);
 }
 void printVector( vector<int>& v ) {
  cout << ""{ "";
  for(int i=0; i<v.size(); i++) {
  cout << v[i] << (i==v.size() ? "" "": "", "");
  }
  cout << ""}"" << endl;
 }
 int main(int argc, char** argv) 
 {
  int a[] = {1,3,-1,-3,5,3,6,7};
  int k = 3;
  vector<int> nums(a, a+sizeof(a)/sizeof(a[0]));
  printVector(nums);
  vector<int> result = maxSlidingWindow(nums, k);
  printVector(result);
 }"
418,418,"/**
  * Definition for a binary tree node.
  * struct TreeNode {
  * int val;
  * TreeNode *left;
  * TreeNode *right;
  * TreeNode(int x) : val(x), left(NULL), right(NULL) {}
  * };
  */
 class Solution {
 public:
  string smallestFromLeaf(TreeNode* root) {
  string str, result=""{""; //'z'+1;
  smallestFromLeafHelper(root, str, result);
  return result;
  }
  void smallestFromLeafHelper(TreeNode* root, string str, string& result) {
  if (root->left == NULL && root->right == NULL) {
  str.insert(0, 1, char(root->val+'a'));
  result = min(result, str);
  return;
  }
  str.insert(0, 1, char(root->val+'a'));
  if (root->left) {
  smallestFromLeafHelper(root->left, str, result);
  }
  if (root->right) {
  smallestFromLeafHelper(root->right, str, result);
  }
  }
 };"
419,419,"class Solution {
 public:
  bool isEven(int& x) {
  return x % 2 == 0;
  }
  vector<int> sortArrayByParity(vector<int>& A) {
  //two pointer, one from left to right, another from right to left
  // if left is odd number and right is even number, switch them
  int l=0, r=A.size()-1;
  while ( l < r ) {
  if ( !isEven(A[l]) && isEven(A[r]) ) swap(A[l], A[r]);
  if ( isEven(A[l]) ) l++;
  if ( !isEven(A[r]) ) r--;
  }
  return A;
  }
 };"
420,420,"class Solution {
 public:
  bool isEven(int &x) {
  return x % 2 == 0;
  }
  vector<int> sortArrayByParityII(vector<int>& A) {
  //two pointer, `even` and `odd`,
  // - `even` pointer step into even position
  // - `odd` pointer step into odd position.
  // if `even` points to odd number, and `odd` points to even number switch them.
  int even = 0;
  int odd = 1;
  while(even < A.size() && odd < A.size() ) {
  if ( !isEven(A[even]) && isEven(A[odd]) ) swap( A[even], A[odd] );
  if ( isEven(A[even]) ) even += 2;
  if ( !isEven(A[odd]) ) odd += 2;
  }
  return A;
  }
 };"
421,421,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 void swap(int*a, int*b)
 {
  int t;
  t=*a;
  *a = *b;
  *b = t;
 }
 void sortColors(int a[], int n) {
  int zero=0, two=n-1;
  for(int i=0; i<=two; i++ ){
  if (a[i]==0){
  swap(&a[zero], &a[i]);
  zero++;
  }
  if (a[i]==2){
  swap(&a[two], &a[i]);
  two--; 
  i--;
  }
  }
 }
 void printArray(int a[], int n) {
  for(int i=0; i<n; i++){
  printf(""%d "", a[i]);
  }
  printf(""\n"");
 }
 int main(int argc, char** argv)
 {
  int n = 7;
  if (argc>1)
  n = atoi(argv[1]);
  srand(time(NULL));
  int *a = new int[n];
  for (int i=0; i<n; i++){
  a[i] = random()%3;
  }
  printArray(a, n);
  sortColors(a, n);
  printArray(a, n);
  delete[] a;
 }"
422,422,"class Solution {
 public:
  string sortSentence(string s) {
  const int MAX_WORDS = 9;
  string ss[MAX_WORDS];
  string word;
  for(int i=0; i<s.size(); i++){
  char ch = s[i];
  if (ch >='0' && ch <='9'){
  ss[ch-'0'-1] = word;
  word = """";
  }else if (ch != ' ') {
  word += ch;
  }
  }
  for(int i=1; i < MAX_WORDS; i++){
  if (ss[i].size() <= 0 ) continue;
  ss[0] = ss[0] +"" "" + ss[i];
  }
  return ss[0];
  }
 };"
423,423,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 struct ListNode {
  int val;
  ListNode *next;
  ListNode(int x) : val(x), next(NULL) {}
 };
 ListNode *mergeTwoLists(ListNode* head1, ListNode* head2);
 ListNode *sortList(ListNode *head) {
  if (head==NULL || head->next == NULL){
  return head;
  }
  //find the middle place
  ListNode *p1=head, *p2=head->next; 
  while(p2 && p2->next){
  p1 = p1->next;
  p2 = p2->next->next;
  }
  p2 = p1->next;
  p1->next = NULL;
  return mergeTwoLists(sortList(head), sortList(p2));
 }
 ListNode *mergeTwoLists(ListNode* head1, ListNode* head2){
  ListNode *p1 = head1, *p2=head2;
  static ListNode dummy(0);
  ListNode *tail = &dummy;
  while(p1 && p2){
  if(p1->val < p2->val){
  tail->next = p1;
  p1 = p1->next;
  }else{
  tail->next = p2;
  p2 = p2->next;
  }
  tail = tail->next;
  }
  if (p1) tail->next = p1;
  if (p2) tail->next = p2;
  return dummy.next;
 }
 void printList(ListNode* h)
 {
  while(h!=NULL){
  printf(""%d "", h->val);
  h = h->next;
  }
  printf(""\n"");
 }
 ListNode* createList(int a[], int n)
 {
  ListNode *head=NULL, *p=NULL;
  for(int i=0; i<n; i++){
  if (head == NULL){
  head = p = new ListNode(a[i]);
  }else{
  p->next = new ListNode(a[i]);
  p = p->next;
  }
  }
  return head;
 }
 int main(int argc, char** argv)
 {
  int n = 10;
  if (argc>1){
  n = atoi(argv[1]);
  }
  srand(time(NULL));
  int *a = new int[n];
  for(int i=0; i<n; i++){
  a[i] = random()%n + 1;
  }
  ListNode *p = createList(a, n);
  printList(p);
  printList(sortList(p));
  delete[] a;
  return 0;
 }"
424,424,"#include <stdio.h>
 #include <stdlib.h>
 #include <iostream>
 #include <vector>
 using namespace std;
 vector<int> spiralOrder(vector<vector<int> > &matrix) {
  vector <int> v;
  int row = matrix.size();
  if (row<=0) return v;
  int col = matrix[0].size();
  if (col<=0) return v;
  int r, c;
  for (r=0, c=0; r<(row+1)/2 && c<(col+1)/2; r++, c++){
  //top
  for(int i=c; i<col-c; i++){
  v.push_back(matrix[r][i]);
  }
  //right
  for(int i=r+1; i<row-r; i++){
  v.push_back(matrix[i][col-c-1]);
  }
  //bottom
  for(int i=col-c-2; row-r-1>r && i>=c; i--){
  v.push_back(matrix[row-r-1][i]);
  }
  //left
  for(int i=row-r-2; col-c-1>c && i>r; i--){
  v.push_back(matrix[i][c]);
  }
  }
  return v;
 }
 void printArray(vector<int> v)
 {
  cout << ""["";
  for(int j=0; j<v.size(); j++) {
  printf("" %02d"", v[j]);
  }
  cout << ""]"" << endl;;
 }
 void printMatrix(vector< vector<int> > &vv)
 {
  for(int i=0; i<vv.size(); i++) {
  printArray(vv[i]);
  }
  cout << endl;
 }
 vector< vector<int> > createMatrix(int n, int m)
 {
  vector< vector<int> > vv;
  int cnt = 1;
  for(int i=0; i<n; i++){
  vector<int> v;
  for(int j=0; j<m; j++){
  v.push_back(cnt++);
  }
  vv.push_back(v);
  }
  return vv;
 }
 int main(int argc, char** argv)
 {
  int n=3, m=3;
  if (argc>2){
  n = atoi(argv[1]);
  m = atoi(argv[2]);
  }
  vector< vector<int> > matrix = createMatrix(n, m);
  printMatrix(matrix);
  vector<int> v = spiralOrder(matrix);
  printArray(v);
  return 0;
 }"
